model,serial_no,image_name,image_type,image_path,image_ext,file_size,file_mtime
EOS_T001-BOT,114,D1_R15.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000114\D1_R15.jpg,.jpg,3716,2025-10-20 16:37
EOS_T001-BOT,114,D1_R20.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000114\D1_R20.jpg,.jpg,3705,2025-10-20 16:37
EOS_T001-BOT,114,D1_R21.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000114\D1_R21.jpg,.jpg,3510,2025-10-20 16:37
EOS_T001-BOT,114,D2_R21.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000114\D2_R21.jpg,.jpg,3380,2025-10-20 16:37
EOS_T001-BOT,114,D3_R16.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000114\D3_R16.jpg,.jpg,3762,2025-10-20 16:37
EOS_T001-BOT,116,D3_Q1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000116\D3_Q1.jpg,.jpg,6806,2025-10-20 16:38
EOS_T001-BOT,117,D1_Q1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000117\D1_Q1.jpg,.jpg,6801,2025-10-20 16:39
EOS_T001-BOT,128,D0_U1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000128\D0_U1.jpg,.jpg,100736,2025-10-20 16:46
EOS_T001-BOT,133,D3_R20.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000133\D3_R20.jpg,.jpg,3368,2025-10-20 16:49
EOS_T001-BOT,137,D0_Q3.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000137\D0_Q3.jpg,.jpg,6697,2025-10-20 16:51
EOS_T001-BOT,137,D0_R21.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000137\D0_R21.jpg,.jpg,3156,2025-10-20 16:51
EOS_T001-BOT,143,D0_Q2.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000143\D0_Q2.jpg,.jpg,6784,2025-10-20 16:55
EOS_T001-BOT,145,D2_Q2.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000145\D2_Q2.jpg,.jpg,6792,2025-10-20 16:56
EOS_T001-BOT,149,D2_Q1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000149\D2_Q1.jpg,.jpg,6711,2025-10-20 16:59
EOS_T001-BOT,152,D3_R13.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_R13.jpg,.jpg,3380,2025-10-20 17:00
EOS_T001-BOT,152,D3_R14.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_R14.jpg,.jpg,3410,2025-10-20 17:00
EOS_T001-BOT,152,D3_R17.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_R17.jpg,.jpg,3531,2025-10-20 17:00
EOS_T001-BOT,152,D3_R21.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_R21.jpg,.jpg,3394,2025-10-20 17:00
EOS_T001-BOT,152,D3_R24.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_R24.jpg,.jpg,3062,2025-10-20 17:00
EOS_T001-BOT,152,D3_R6.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_R6.jpg,.jpg,3148,2025-10-20 17:00
EOS_T001-BOT,152,D3_R9.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_R9.jpg,.jpg,3145,2025-10-20 17:00
EOS_T001-BOT,152,D3_C13.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_C13.jpg,.jpg,2593,2025-10-20 17:00
EOS_T001-BOT,152,D3_C19.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_C19.jpg,.jpg,2416,2025-10-20 17:00
EOS_T001-BOT,152,D3_C2.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_C2.jpg,.jpg,2516,2025-10-20 17:00
EOS_T001-BOT,152,D3_C3.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_C3.jpg,.jpg,2590,2025-10-20 17:00
EOS_T001-BOT,152,D3_C5.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_C5.jpg,.jpg,2549,2025-10-20 17:00
EOS_T001-BOT,152,D3_C6.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_C6.jpg,.jpg,2669,2025-10-20 17:00
EOS_T001-BOT,152,D3_C7.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_C7.jpg,.jpg,2657,2025-10-20 17:00
EOS_T001-BOT,152,D3_D1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_D1.jpg,.jpg,5055,2025-10-20 17:00
EOS_T001-BOT,152,D3_D2.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_D2.jpg,.jpg,5102,2025-10-20 17:00
EOS_T001-BOT,152,D3_D3.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_D3.jpg,.jpg,4941,2025-10-20 17:00
EOS_T001-BOT,152,D3_D4.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_D4.jpg,.jpg,4990,2025-10-20 17:00
EOS_T001-BOT,152,D3_IC1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_IC1.jpg,.jpg,46719,2025-10-20 17:00
EOS_T001-BOT,152,D3_IC2.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_IC2.jpg,.jpg,12692,2025-10-20 17:00
EOS_T001-BOT,152,D3_JP1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_JP1.jpg,.jpg,3325,2025-10-20 17:00
EOS_T001-BOT,152,D3_LS1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_LS1.jpg,.jpg,73548,2025-10-20 17:00
EOS_T001-BOT,152,D3_Q1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_Q1.jpg,.jpg,6810,2025-10-20 17:00
EOS_T001-BOT,152,D3_Q2.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_Q2.jpg,.jpg,7104,2025-10-20 17:00
EOS_T001-BOT,152,D3_Q3.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_Q3.jpg,.jpg,6662,2025-10-20 17:00
EOS_T001-BOT,152,D3_R15.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_R15.jpg,.jpg,3377,2025-10-20 17:00
EOS_T001-BOT,152,D3_R16.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_R16.jpg,.jpg,3352,2025-10-20 17:00
EOS_T001-BOT,152,D3_R20.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_R20.jpg,.jpg,3423,2025-10-20 17:00
EOS_T001-BOT,152,D3_R22.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_R22.jpg,.jpg,3431,2025-10-20 17:00
EOS_T001-BOT,152,D3_R23.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_R23.jpg,.jpg,3334,2025-10-20 17:00
EOS_T001-BOT,152,D3_R25.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_R25.jpg,.jpg,3093,2025-10-20 17:00
EOS_T001-BOT,152,D3_R5.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_R5.jpg,.jpg,3287,2025-10-20 17:00
EOS_T001-BOT,152,D3_R7.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_R7.jpg,.jpg,3349,2025-10-20 17:00
EOS_T001-BOT,152,D3_R8.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_R8.jpg,.jpg,3059,2025-10-20 17:00
EOS_T001-BOT,152,D3_U1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000152\D3_U1.jpg,.jpg,100228,2025-10-20 17:00
EOS_T001-BOT,153,D0_Q2.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000153\D0_Q2.jpg,.jpg,6859,2025-10-20 17:01
EOS_T001-BOT,159,D0_IC1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000159\D0_IC1.jpg,.jpg,46994,2025-10-20 17:05
EOS_T001-BOT,159,D3_Q4.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000159\D3_Q4.jpg,.jpg,7040,2025-10-20 17:05
EOS_T001-BOT,160,D0_IC1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000160\D0_IC1.jpg,.jpg,46095,2025-10-20 17:05
EOS_T001-BOT,161,D1_Q1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000161\D1_Q1.jpg,.jpg,6828,2025-10-20 17:06
EOS_T001-BOT,162,D2_LS1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000162\D2_LS1.jpg,.jpg,74762,2025-10-20 17:07
EOS_T001-BOT,163,D3_R16.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000163\D3_R16.jpg,.jpg,3348,2025-10-20 17:07
EOS_T001-BOT,181,D1_LS1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000181\D1_LS1.jpg,.jpg,73498,2025-10-20 17:18
EOS_T001-BOT,184,D1_LS1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000184\D1_LS1.jpg,.jpg,73547,2025-10-20 17:19
EOS_T001-BOT,187,D3_Q4.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000187\D3_Q4.jpg,.jpg,7118,2025-10-20 17:22
EOS_T001-BOT,188,D3_C13.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_C13.jpg,.jpg,2612,2025-10-20 17:22
EOS_T001-BOT,188,D3_C19.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_C19.jpg,.jpg,2377,2025-10-20 17:22
EOS_T001-BOT,188,D3_C2.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_C2.jpg,.jpg,2583,2025-10-20 17:22
EOS_T001-BOT,188,D3_C3.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_C3.jpg,.jpg,2779,2025-10-20 17:22
EOS_T001-BOT,188,D3_C5.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_C5.jpg,.jpg,2590,2025-10-20 17:22
EOS_T001-BOT,188,D3_C6.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_C6.jpg,.jpg,2829,2025-10-20 17:22
EOS_T001-BOT,188,D3_C7.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_C7.jpg,.jpg,2844,2025-10-20 17:22
EOS_T001-BOT,188,D3_D1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_D1.jpg,.jpg,5140,2025-10-20 17:22
EOS_T001-BOT,188,D3_D2.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_D2.jpg,.jpg,5326,2025-10-20 17:22
EOS_T001-BOT,188,D3_D3.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_D3.jpg,.jpg,5182,2025-10-20 17:22
EOS_T001-BOT,188,D3_D4.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_D4.jpg,.jpg,5173,2025-10-20 17:22
EOS_T001-BOT,188,D3_IC1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_IC1.jpg,.jpg,48165,2025-10-20 17:22
EOS_T001-BOT,188,D3_IC2.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_IC2.jpg,.jpg,12736,2025-10-20 17:22
EOS_T001-BOT,188,D3_JP1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_JP1.jpg,.jpg,3379,2025-10-20 17:22
EOS_T001-BOT,188,D3_LS1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_LS1.jpg,.jpg,74032,2025-10-20 17:22
EOS_T001-BOT,188,D3_Q1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_Q1.jpg,.jpg,6885,2025-10-20 17:22
EOS_T001-BOT,188,D3_Q2.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_Q2.jpg,.jpg,7067,2025-10-20 17:22
EOS_T001-BOT,188,D3_Q3.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_Q3.jpg,.jpg,6775,2025-10-20 17:22
EOS_T001-BOT,188,D3_R13.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_R13.jpg,.jpg,3476,2025-10-20 17:22
EOS_T001-BOT,188,D3_R14.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_R14.jpg,.jpg,3529,2025-10-20 17:22
EOS_T001-BOT,188,D3_R15.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_R15.jpg,.jpg,3432,2025-10-20 17:22
EOS_T001-BOT,188,D3_R16.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_R16.jpg,.jpg,3440,2025-10-20 17:22
EOS_T001-BOT,188,D3_R17.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_R17.jpg,.jpg,3402,2025-10-20 17:22
EOS_T001-BOT,188,D3_R20.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_R20.jpg,.jpg,3459,2025-10-20 17:22
EOS_T001-BOT,188,D3_R21.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_R21.jpg,.jpg,3296,2025-10-20 17:22
EOS_T001-BOT,188,D3_R22.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_R22.jpg,.jpg,3466,2025-10-20 17:22
EOS_T001-BOT,188,D3_R23.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_R23.jpg,.jpg,3490,2025-10-20 17:22
EOS_T001-BOT,188,D3_R24.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_R24.jpg,.jpg,3116,2025-10-20 17:22
EOS_T001-BOT,188,D3_R25.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_R25.jpg,.jpg,3139,2025-10-20 17:22
EOS_T001-BOT,188,D3_R5.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_R5.jpg,.jpg,3247,2025-10-20 17:22
EOS_T001-BOT,188,D3_R6.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_R6.jpg,.jpg,3121,2025-10-20 17:22
EOS_T001-BOT,188,D3_R7.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_R7.jpg,.jpg,3360,2025-10-20 17:22
EOS_T001-BOT,188,D3_R8.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_R8.jpg,.jpg,3202,2025-10-20 17:22
EOS_T001-BOT,188,D3_R9.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_R9.jpg,.jpg,3194,2025-10-20 17:22
EOS_T001-BOT,188,D3_U1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000188\D3_U1.jpg,.jpg,101163,2025-10-20 17:22
EOS_T001-BOT,189,D0_Q2.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000189\D0_Q2.jpg,.jpg,7060,2025-10-20 17:22
EOS_T001-BOT,191,D0_D4.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000191\D0_D4.jpg,.jpg,5437,2025-10-20 17:23
EOS_T001-BOT,191,D2_Q2.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000191\D2_Q2.jpg,.jpg,6897,2025-10-20 17:23
EOS_T001-BOT,192,D0_Q3.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000192\D0_Q3.jpg,.jpg,6727,2025-10-20 17:24
EOS_T001-BOT,193,D0_Q2.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000193\D0_Q2.jpg,.jpg,6882,2025-10-20 17:24
EOS_T001-BOT,196,D2_Q2.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000196\D2_Q2.jpg,.jpg,7137,2025-10-20 17:26
EOS_T001-BOT,198,D0_Q2.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000198\D0_Q2.jpg,.jpg,6738,2025-10-20 17:27
EOS_T001-BOT,199,D2_Q2.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000199\D2_Q2.jpg,.jpg,7132,2025-10-20 17:27
EOS_T001-BOT,200,D0_Q3.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000200\D0_Q3.jpg,.jpg,6531,2025-10-20 17:28
EOS_T001-BOT,201,D1_Q2.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000201\D1_Q2.jpg,.jpg,6930,2025-10-20 17:28
EOS_T001-BOT,202,D2_Q3.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000202\D2_Q3.jpg,.jpg,6691,2025-10-20 17:29
EOS_T001-BOT,208,D3_Q2.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000208\D3_Q2.jpg,.jpg,7182,2025-10-20 17:31
EOS_T001-BOT,209,D1_Q2.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000209\D1_Q2.jpg,.jpg,6738,2025-10-20 17:32
EOS_T001-BOT,213,D0_U1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000213\D0_U1.jpg,.jpg,102117,2025-10-20 17:34
EOS_T001-BOT,214,D3_C13.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_C13.jpg,.jpg,2599,2025-10-20 17:35
EOS_T001-BOT,214,D3_C19.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_C19.jpg,.jpg,2367,2025-10-20 17:35
EOS_T001-BOT,214,D3_C2.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_C2.jpg,.jpg,2590,2025-10-20 17:35
EOS_T001-BOT,214,D3_C3.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_C3.jpg,.jpg,2755,2025-10-20 17:35
EOS_T001-BOT,214,D3_C5.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_C5.jpg,.jpg,2610,2025-10-20 17:35
EOS_T001-BOT,214,D3_C6.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_C6.jpg,.jpg,2833,2025-10-20 17:35
EOS_T001-BOT,214,D3_C7.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_C7.jpg,.jpg,2843,2025-10-20 17:35
EOS_T001-BOT,214,D3_D1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_D1.jpg,.jpg,5149,2025-10-20 17:35
EOS_T001-BOT,214,D3_D2.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_D2.jpg,.jpg,5335,2025-10-20 17:35
EOS_T001-BOT,214,D3_D3.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_D3.jpg,.jpg,5141,2025-10-20 17:35
EOS_T001-BOT,214,D3_D4.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_D4.jpg,.jpg,5183,2025-10-20 17:35
EOS_T001-BOT,214,D3_IC1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_IC1.jpg,.jpg,48386,2025-10-20 17:35
EOS_T001-BOT,214,D3_IC2.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_IC2.jpg,.jpg,12754,2025-10-20 17:35
EOS_T001-BOT,214,D3_JP1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_JP1.jpg,.jpg,3385,2025-10-20 17:35
EOS_T001-BOT,214,D3_LS1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_LS1.jpg,.jpg,73874,2025-10-20 17:35
EOS_T001-BOT,214,D3_Q1.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_Q1.jpg,.jpg,6872,2025-10-20 17:35
EOS_T001-BOT,214,D3_Q2.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_Q2.jpg,.jpg,7166,2025-10-20 17:35
EOS_T001-BOT,214,D3_Q3.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_Q3.jpg,.jpg,6725,2025-10-20 17:35
EOS_T001-BOT,214,D3_R13.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_R13.jpg,.jpg,3472,2025-10-20 17:35
EOS_T001-BOT,214,D3_R14.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_R14.jpg,.jpg,3616,2025-10-20 17:35
EOS_T001-BOT,214,D3_R15.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_R15.jpg,.jpg,3416,2025-10-20 17:35
EOS_T001-BOT,214,D3_R16.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_R16.jpg,.jpg,3443,2025-10-20 17:35
EOS_T001-BOT,214,D3_R17.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_R17.jpg,.jpg,3365,2025-10-20 17:35
EOS_T001-BOT,214,D3_R20.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_R20.jpg,.jpg,3445,2025-10-20 17:35
EOS_T001-BOT,214,D3_R21.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_R21.jpg,.jpg,3270,2025-10-20 17:35
EOS_T001-BOT,214,D3_R22.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_R22.jpg,.jpg,3488,2025-10-20 17:35
EOS_T001-BOT,214,D3_R23.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_R23.jpg,.jpg,3485,2025-10-20 17:35
EOS_T001-BOT,214,D3_R24.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_R24.jpg,.jpg,3137,2025-10-20 17:35
EOS_T001-BOT,214,D3_R25.jpg,roi,C:\Users\PC4\Downloads\TUK_PCA\AOI\defect image\EOS_T001-BOT\00000214\D3_R25.jpg,.jpg,3135,2025-10-20 17:35
