KO,로트명,로트ID,기판데이터 갱신일시,생산시작 시각,셋업종료 시각,생산종료시각,예정수량(장),실적수량(장),실장CT/장 MAX A,실장CT/장 MAX B,실장CT/장 MAX C,실장CT/장 MAX D,실장CT/장 MIN A,실장CT/장 MIN B,실장CT/장 MIN C,실장CT/장 MIN D,실장CT/장 AVE A,실장CT/장 AVE B,실장CT/장 AVE C,실장CT/장 AVE D,반송CT/장 MAX,반송CT/장 MIN,반송CT/장 AVE,대기CT/장 MAX,대기CT/장 MIN,대기CT/장 AVE,마크인식CT/장 MAX A,마크인식CT/장 MAX B,마크인식CT/장 MAX C,마크인식CT/장 MAX D,마크인식CT/장 MIN A,마크인식CT/장 MIN B,마크인식CT/장 MIN C,마크인식CT/장 MIN D,마크인식CT/장 AVE A,마크인식CT/장 AVE B,마크인식CT/장 AVE C,마크인식CT/장 AVE D,흡착에러 횟수,부품 인식에러 횟수,리드들뜸 에러횟수,마크 인식에러 횟수,반송에러횟수,그 밖의 에러횟수,에러정지 시간(초),에러복구 시간(초),배드마크 NG수,탑재완료 블록수,상류측 대기시간(초),하류측 대기시간(초),설비 가동률(%),마운트점수,부품소비수,스테이지,상류대기CT MAX(초),상류대기CT Min(초),상류대기CT Ave(초),하류대기CT Max(초),하류대기CT Min(초),하류대기CT Ave(초),연속생산CT 장 Max,연속생산CT 장 Min,연속생산CT 장 Ave,생산CT 장 Max,생산CT 장 Min,생산CT 장 Ave,작업자 정지시간(초),레인,다른 레인 대기시간(초),반송정지 옵셋량/장 AVE,생산품종,면 정보,생산로트,---,다른 스테이지 대기시간(초),사이클 타임,source_file
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:57:50,0,198,31.06,0.0,0.0,0.0,19.64,0.0,0.0,0.0,28.31,0.0,0.0,0.0,41.41,4.84,5.2,1765.49,0.0,15.4,0.73,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.67,0.0,0.0,0.0,11,1,0,0,0,0,78.02,8.84,0,990,3046.73,3.56,9.8,20,19812,A,1765.49,0.0,15.38,2.48,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,3110.74,1,0.0,0.0,,,,,0.0,34.34,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_197_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:46:16,0,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0,0,0,0.0,0.0,0,890,3046.73,3.56,8.9,20,17811,MCH,0.0,0.0,0.0,0.0,0.0,0.0,56928.45,29.42,393.83,56928.45,29.42,400.0,0.0,MCH,0.0,0.0,,,,,0.0,34.299,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_177_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:45:41,0,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0,0,0,0.0,0.0,0,885,3046.73,3.56,8.9,20,17711,MCH,0.0,0.0,0.0,0.0,0.0,0.0,56928.45,29.42,395.87,56928.45,29.42,402.07,0.0,MCH,0.0,0.0,,,,,0.0,34.298,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_176_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:39:21,0,166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0,0,0,0.0,0.0,0,830,3046.73,3.56,8.4,20,16611,MCH,0.0,0.0,0.0,0.0,0.0,0.0,56928.45,29.42,419.96,56928.45,29.42,426.42,0.0,MCH,0.0,0.0,,,,,0.0,34.282,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_165_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:39:21,0,166,31.06,0.0,0.0,0.0,19.64,0.0,0.0,0.0,28.18,0.0,0.0,0.0,41.41,4.84,5.25,1765.49,0.0,18.37,0.73,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.67,0.0,0.0,0.0,10,1,0,0,0,0,78.02,8.84,0,830,3046.73,3.56,8.4,20,16611,A,1765.49,0.0,18.35,2.48,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3110.74,1,0.0,0.0,,,,,0.0,34.282,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_165_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:38:47,0,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0,0,0,0.0,0.0,0,825,3046.73,3.56,8.3,20,16511,MCH,0.0,0.0,0.0,0.0,0.0,0.0,56928.45,29.42,422.31,56928.45,29.42,428.8,0.0,MCH,0.0,0.0,,,,,0.0,34.281,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_164_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:38:47,0,165,31.06,0.0,0.0,0.0,19.64,0.0,0.0,0.0,28.17,0.0,0.0,0.0,41.41,4.84,5.25,1765.49,0.0,18.48,0.73,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.67,0.0,0.0,0.0,10,1,0,0,0,0,78.02,8.84,0,825,3046.73,3.56,8.3,20,16511,A,1765.49,0.0,18.46,2.48,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3110.74,1,0.0,0.0,,,,,0.0,34.281,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_164_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:38:12,0,164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0,0,0,0.0,0.0,0,820,3046.73,3.56,8.3,20,16411,MCH,0.0,0.0,0.0,0.0,0.0,0.0,56928.45,29.42,424.69,56928.45,29.42,431.2,0.0,MCH,0.0,0.0,,,,,0.0,34.279,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_163_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:38:12,0,164,31.06,0.0,0.0,0.0,19.64,0.0,0.0,0.0,28.17,0.0,0.0,0.0,41.41,4.84,5.25,1765.49,0.0,18.59,0.73,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.67,0.0,0.0,0.0,10,1,0,0,0,0,78.02,8.84,0,820,3046.73,3.56,8.3,20,16411,A,1765.49,0.0,18.57,2.48,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3110.74,1,0.0,0.0,,,,,0.0,34.279,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_163_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:37:36,0,163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,0,0,0,0,0.0,0.0,0,815,3046.73,3.56,8.2,20,16310,MCH,0.0,0.0,0.0,0.0,0.0,0.0,56928.45,29.42,427.08,56928.45,29.42,433.62,0.0,MCH,0.0,0.0,,,,,0.0,34.268,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_162_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:37:36,0,163,31.06,0.0,0.0,0.0,19.64,0.0,0.0,0.0,28.15,0.0,0.0,0.0,41.41,4.84,5.25,1765.49,0.0,18.71,0.73,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.67,0.0,0.0,0.0,9,1,0,0,0,0,78.02,8.84,0,815,3046.73,3.56,8.2,20,16310,A,1765.49,0.0,18.69,2.48,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3110.74,1,0.0,0.0,,,,,0.0,34.268,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_162_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:39:56,0,167,31.06,0.0,0.0,0.0,19.64,0.0,0.0,0.0,28.18,0.0,0.0,0.0,41.41,4.84,5.25,1765.49,0.0,18.26,0.73,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.67,0.0,0.0,0.0,10,1,0,0,0,0,78.02,8.84,0,835,3046.73,3.56,8.4,20,16711,A,1765.49,0.0,18.24,2.48,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3110.74,1,0.0,0.0,,,,,0.0,34.284,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_166_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:35:52,0,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,0,0,0,0,0.0,0.0,0,810,3046.73,3.56,8.2,20,16209,MCH,0.0,0.0,0.0,0.0,0.0,0.0,56928.45,29.42,429.09,56928.45,29.42,435.66,0.0,MCH,0.0,0.0,,,,,0.0,34.254,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_161_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:35:17,0,161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,0,0,0,0,0.0,0.0,0,805,3046.73,3.56,8.1,20,16109,MCH,0.0,0.0,0.0,0.0,0.0,0.0,56928.45,29.42,431.55,56928.45,29.42,438.15,0.0,MCH,0.0,0.0,,,,,0.0,34.252,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_160_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:35:17,0,161,31.06,0.0,0.0,0.0,19.64,0.0,0.0,0.0,28.13,0.0,0.0,0.0,41.41,4.84,5.26,1765.49,0.0,18.94,0.73,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.67,0.0,0.0,0.0,8,1,0,0,0,0,14.85,4.37,0,805,3046.73,3.56,8.1,20,16109,A,1765.49,0.0,18.92,2.48,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3110.74,1,0.0,0.0,,,,,0.0,34.252,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_160_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/27 17:00:00,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/27 17:04:08,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0.0,0.0,0,80,1765.5,0.0,22.7,20,1603,MCH,0.0,0.0,0.0,0.0,0.0,0.0,1943.25,29.48,158.71,1943.25,29.48,242.11,0.0,MCH,0.0,0.0,,,,,0.0,31.749,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_15_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/27 17:00:00,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/27 17:04:08,0,16,26.03,0.0,0.0,0.0,19.64,0.0,0.0,0.0,24.16,0.0,0.0,0.0,7.43,4.84,5.13,1765.49,0.0,110.34,0.65,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.61,0.0,0.0,0.0,2,1,0,0,0,0,14.85,4.37,0,80,1765.5,0.0,22.7,20,1603,A,1765.49,0.0,110.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,,,,,0.0,31.749,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_15_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:34:43,0,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,0,0,0,0,0.0,0.0,0,800,3046.73,3.56,8.1,20,16009,MCH,0.0,0.0,0.0,0.0,0.0,0.0,56928.45,29.42,434.05,56928.45,29.42,440.67,0.0,MCH,0.0,0.0,,,,,0.0,34.25,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_159_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:34:43,0,160,31.06,0.0,0.0,0.0,19.64,0.0,0.0,0.0,28.13,0.0,0.0,0.0,41.41,4.84,5.26,1765.49,0.0,19.06,0.73,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.67,0.0,0.0,0.0,8,1,0,0,0,0,14.85,4.37,0,800,3046.73,3.56,8.1,20,16009,A,1765.49,0.0,19.04,2.48,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3110.74,1,0.0,0.0,,,,,0.0,34.25,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_159_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:34:08,0,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,0,0,0,0,0.0,0.0,0,795,3046.73,3.56,8.0,20,15909,MCH,0.0,0.0,0.0,0.0,0.0,0.0,56928.45,29.42,436.58,56928.45,29.42,443.22,0.0,MCH,0.0,0.0,,,,,0.0,34.246,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_158_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:34:08,0,159,31.06,0.0,0.0,0.0,19.64,0.0,0.0,0.0,28.12,0.0,0.0,0.0,41.41,4.84,5.26,1765.49,0.0,19.18,0.73,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.67,0.0,0.0,0.0,8,1,0,0,0,0,14.85,4.37,0,795,3046.73,3.56,8.0,20,15909,A,1765.49,0.0,19.16,2.48,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3110.74,1,0.0,0.0,,,,,0.0,34.246,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_158_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:35:52,0,162,31.06,0.0,0.0,0.0,19.64,0.0,0.0,0.0,28.14,0.0,0.0,0.0,41.41,4.84,5.26,1765.49,0.0,18.82,0.73,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.67,0.0,0.0,0.0,8,1,0,0,0,0,14.85,4.37,0,810,3046.73,3.56,8.2,20,16209,A,1765.49,0.0,18.8,2.48,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3110.74,1,0.0,0.0,,,,,0.0,34.254,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_161_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:39:56,0,167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0,0,0,0.0,0.0,0,835,3046.73,3.56,8.4,20,16711,MCH,0.0,0.0,0.0,0.0,0.0,0.0,56928.45,29.42,417.63,56928.45,29.42,424.07,0.0,MCH,0.0,0.0,,,,,0.0,34.284,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_166_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:40:30,0,168,31.06,0.0,0.0,0.0,19.64,0.0,0.0,0.0,28.18,0.0,0.0,0.0,41.41,4.84,5.24,1765.49,0.0,18.15,0.73,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.67,0.0,0.0,0.0,10,1,0,0,0,0,78.02,8.84,0,840,3046.73,3.56,8.5,20,16811,A,1765.49,0.0,18.13,2.48,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3110.74,1,0.0,0.0,,,,,0.0,34.285,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_167_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:40:30,0,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0,0,0,0.0,0.0,0,840,3046.73,3.56,8.5,20,16811,MCH,0.0,0.0,0.0,0.0,0.0,0.0,56928.45,29.42,415.34,56928.45,29.42,421.76,0.0,MCH,0.0,0.0,,,,,0.0,34.285,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_167_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:45:41,0,177,31.06,0.0,0.0,0.0,19.64,0.0,0.0,0.0,28.22,0.0,0.0,0.0,41.41,4.84,5.23,1765.49,0.0,17.23,0.73,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.67,0.0,0.0,0.0,10,1,0,0,0,0,78.02,8.84,0,885,3046.73,3.56,8.9,20,17711,A,1765.49,0.0,17.21,2.48,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3110.74,1,0.0,0.0,,,,,0.0,34.298,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_176_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:45:07,0,176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0,0,0,0.0,0.0,0,880,3046.73,3.56,8.8,20,17611,MCH,0.0,0.0,0.0,0.0,0.0,0.0,56928.45,29.42,397.93,56928.45,29.42,404.15,0.0,MCH,0.0,0.0,,,,,0.0,34.295,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_175_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:45:06,0,176,31.06,0.0,0.0,0.0,19.64,0.0,0.0,0.0,28.22,0.0,0.0,0.0,41.41,4.84,5.23,1765.49,0.0,17.33,0.73,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.67,0.0,0.0,0.0,10,1,0,0,0,0,78.02,8.84,0,880,3046.73,3.56,8.8,20,17611,A,1765.49,0.0,17.31,2.48,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3110.74,1,0.0,0.0,,,,,0.0,34.295,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_175_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:44:32,0,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0,0,0,0.0,0.0,0,875,3046.73,3.56,8.8,20,17511,MCH,0.0,0.0,0.0,0.0,0.0,0.0,56928.45,29.42,400.02,56928.45,29.42,406.27,0.0,MCH,0.0,0.0,,,,,0.0,34.294,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_174_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:44:32,0,175,31.06,0.0,0.0,0.0,19.64,0.0,0.0,0.0,28.21,0.0,0.0,0.0,41.41,4.84,5.23,1765.49,0.0,17.43,0.73,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.67,0.0,0.0,0.0,10,1,0,0,0,0,78.02,8.84,0,875,3046.73,3.56,8.8,20,17511,A,1765.49,0.0,17.4,2.48,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3110.74,1,0.0,0.0,,,,,0.0,34.294,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_174_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:43:57,0,174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0,0,0,0.0,0.0,0,870,3046.73,3.56,8.7,20,17411,MCH,0.0,0.0,0.0,0.0,0.0,0.0,56928.45,29.42,402.13,56928.45,29.42,408.4,0.0,MCH,0.0,0.0,,,,,0.0,34.293,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_173_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:43:57,0,174,31.06,0.0,0.0,0.0,19.64,0.0,0.0,0.0,28.21,0.0,0.0,0.0,41.41,4.84,5.23,1765.49,0.0,17.53,0.73,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.67,0.0,0.0,0.0,10,1,0,0,0,0,78.02,8.84,0,870,3046.73,3.56,8.7,20,17411,A,1765.49,0.0,17.5,2.48,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3110.74,1,0.0,0.0,,,,,0.0,34.293,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_173_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:43:23,0,173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0,0,0,0.0,0.0,0,865,3046.73,3.56,8.7,20,17311,MCH,0.0,0.0,0.0,0.0,0.0,0.0,56928.45,29.42,404.27,56928.45,29.42,410.56,0.0,MCH,0.0,0.0,,,,,0.0,34.291,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_172_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:43:23,0,173,31.06,0.0,0.0,0.0,19.64,0.0,0.0,0.0,28.2,0.0,0.0,0.0,41.41,4.84,5.24,1765.49,0.0,17.63,0.73,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.67,0.0,0.0,0.0,10,1,0,0,0,0,78.02,8.84,0,865,3046.73,3.56,8.7,20,17311,A,1765.49,0.0,17.61,2.48,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3110.74,1,0.0,0.0,,,,,0.0,34.291,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_172_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:42:48,0,172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0,0,0,0.0,0.0,0,860,3046.73,3.56,8.6,20,17211,MCH,0.0,0.0,0.0,0.0,0.0,0.0,56928.45,29.42,406.43,56928.45,29.42,412.75,0.0,MCH,0.0,0.0,,,,,0.0,34.29,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_171_20251027.csv
KO,SEIL-IDS_9100_MAIN_TOP-250627,,2025/10/28 11:02:39,2025-10-27 15:55:00,2025/10/27 15:59:34,2025/10/28 11:42:48,0,172,31.06,0.0,0.0,0.0,19.64,0.0,0.0,0.0,28.2,0.0,0.0,0.0,41.41,4.84,5.24,1765.49,0.0,17.73,0.73,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.67,0.0,0.0,0.0,10,1,0,0,0,0,78.02,8.84,0,860,3046.73,3.56,8.6,20,17211,A,1765.49,0.0,17.71,2.48,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,3110.74,1,0.0,0.0,,,,,0.0,34.29,LotLog_SEIL-IDS_9100_MAIN_TOP-250627_171_20251027.csv
