KO,발생시간,기판명,기판 코멘트,에러/작업번호,내용,상세,작업자,생산품종,면 정보,생산로트,source_file
KO,2025-12-04 17:24:19,SEIL-CONTROLLER_COMM_251203,,Ea803,인터록 앞쪽 피더들뜸 센서 1,,관리자,,,,ErrLog_SEIL-CONTROLLER_COMM_251203_3_20251204.csv
KO,2025-12-04 17:30:09,SEIL-CONTROLLER_COMM_251203,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SEIL-CONTROLLER_COMM_251203_3_20251204.csv
KO,2025-12-04 17:48:31,SEIL-AIRDEEP_M_BOT_251113,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SEIL-AIRDEEP_M_BOT_251113_0_20251204.csv
KO,2025-12-05 17:19:47,SEIL-AIRDEEP_M_BOT_251113,,Ea12388,장비의 전원OFF 완료,,관리자,,,,ErrLog_SEIL-AIRDEEP_M_BOT_251113_0_20251205.csv
KO,2025-12-07 13:35:57,,,Ea12387,장비의 전원ON 완료,OmAuto Address=ba8f2c00,디폴트 작업자,,,,ErrLog__0_20251207.csv
KO,2025-12-07 14:04:55,SEIL-AIRDEEP_M_BOT_251113,,O13187,샤프트 청소 블로우 정상 종료,/TableA,관리자,,,,ErrLog_SEIL-AIRDEEP_M_BOT_251113_0_20251207.csv
KO,2025-12-07 14:05:24,SEIL-AIRDEEP_M_BOT_251113,,Ea88,부품소진 에러,/TableA/M7/C18/F33/FdrID=,관리자,,,,ErrLog_SEIL-AIRDEEP_M_BOT_251113_0_20251207.csv
KO,2025-12-07 14:05:36,SEIL-AIRDEEP_M_BOT_251113,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SEIL-AIRDEEP_M_BOT_251113_0_20251207.csv
KO,2025-12-07 14:05:52,SEIL-AIRDEEP_M_BOT_251113,,Ea31,부품흡착 에러,/TableA/M26/H2/C17/F42/VE150/FdrID=SSY-2T6-0079960A,관리자,,,,ErrLog_SEIL-AIRDEEP_M_BOT_251113_0_20251207.csv
KO,2025-12-07 14:05:52,SEIL-AIRDEEP_M_BOT_251113,,Ea31,부품흡착 에러,/TableA/M27/H1/C19/F21/VE150/FdrID=,관리자,,,,ErrLog_SEIL-AIRDEEP_M_BOT_251113_0_20251207.csv
KO,2025-12-07 14:06:04,SEIL-AIRDEEP_M_BOT_251113,,Ea803,인터록 앞쪽 피더들뜸 센서 1,,관리자,,,,ErrLog_SEIL-AIRDEEP_M_BOT_251113_0_20251207.csv
KO,2025-12-07 14:08:10,SEIL-AIRDEEP_M_BOT_251113,,Ea12894,기판 불명,(버튼)예 /레인1 /실장위치,관리자,,,,ErrLog_SEIL-AIRDEEP_M_BOT_251113_0_20251207.csv
KO,2025-12-07 14:23:12,SEIL-AIRDEEP_M_BOT_251113,,Ea21,리드폭 에러,/TableA/M24/H3/C2/F41/VE153/FdrID=SSY-008-0452619B,관리자,,,,ErrLog_SEIL-AIRDEEP_M_BOT_251113_2_20251207.csv
KO,2025-12-07 14:25:12,SEIL-AIRDEEP_M_BOT_251113,,Ea21,리드폭 에러,/TableA/M21/H1/C2/F41/VE153/FdrID=SSY-008-0452619B,관리자,,,,ErrLog_SEIL-AIRDEEP_M_BOT_251113_4_20251207.csv
KO,2025-12-07 14:25:58,SEIL-AIRDEEP_M_BOT_251113,,Ea21,리드폭 에러,/TableA/M21/H1/C2/F41/VE153/FdrID=SSY-008-0452619B,관리자,,,,ErrLog_SEIL-AIRDEEP_M_BOT_251113_5_20251207.csv
KO,2025-12-07 14:31:18,SEIL-AIRDEEP_M_BOT_251113,,Ea31,부품흡착 에러,/TableA/M10/H9/C19/F21/VE150/FdrID=,관리자,,,,ErrLog_SEIL-AIRDEEP_M_BOT_251113_12_20251207.csv
KO,2025-12-07 14:40:56,SEIL-AIRDEEP_M_BOT_251113,,Ea31,부품흡착 에러,/TableA/M10/H9/C19/F21/VE150/FdrID=,관리자,,,,ErrLog_SEIL-AIRDEEP_M_BOT_251113_24_20251207.csv
KO,2025-12-07 14:47:46,SEIL-AIRDEEP_M_BOT_251113,,Ea31,부품흡착 에러,/TableA/M10/H9/C19/F21/VE150/FdrID=,관리자,,,,ErrLog_SEIL-AIRDEEP_M_BOT_251113_35_20251207.csv
KO,2025-12-07 15:11:09,SEIL-AIRDEEP_M_BOT_251113,,Ea803,인터록 앞쪽 피더들뜸 센서 1,,관리자,,,,ErrLog_SEIL-AIRDEEP_M_BOT_251113_66_20251207.csv
KO,2025-12-07 15:14:06,SEIL-AIRDEEP_M_BOT_251113,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SEIL-AIRDEEP_M_BOT_251113_66_20251207.csv
KO,2025-12-07 16:45:57,SH-G1408CH_FULL-251207,,Ea803,인터록 앞쪽 피더들뜸 센서 1,,관리자,,,,ErrLog_SH-G1408CH_FULL-251207_0_20251207.csv
KO,2025-12-07 16:46:00,SH-G1408CH_FULL-251207,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SH-G1408CH_FULL-251207_0_20251207.csv
KO,2025-12-07 17:24:58,SH-G1408CH_FULL-251207,,Ea12894,기판 불명,(버튼)예 /레인1 /실장위치,관리자,,,,ErrLog_SH-G1408CH_FULL-251207_0_20251207.csv
KO,2025-12-08 09:26:07,SH-G1408CH_FULL-251207,,Ea29152,자동 트레이체인저 도어오픈 에러,/ATSTable1,관리자,,,,ErrLog_SH-G1408CH_FULL-251207_5_20251208.csv
KO,2025-12-08 09:55:51,SH-G1408CH_FULL-251207,,O13187,샤프트 청소 블로우 정상 종료,/TableA,관리자,,,,ErrLog_SH-G1408CH_FULL-251207_5_20251208.csv
KO,2025-12-08 10:26:48,SH-G1408CH_FULL-251207,,Ea31,부품흡착 에러,/TableA/M64/H9/C14/F19/VE150/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_SH-G1408CH_FULL-251207_39_20251208.csv
KO,2025-12-08 16:03:01,SH-G1408CH_FULL-251207,,Ea31,부품흡착 에러,/TableA/M27/H1/C9/F37/VE150/FdrID=SSY-2T6-0090597A,관리자,,,,ErrLog_SH-G1408CH_FULL-251207_396_20251208.csv
KO,2025-12-09 12:05:26,SH-G1408CH_FULL-251207,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SH-G1408CH_FULL-251207_513_20251209.csv
KO,2025-12-09 12:11:32,SH-NEW_DELIM4,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SH-NEW_DELIM4_0_20251209.csv
KO,2025-12-09 12:19:28,SH-NEW_DELIM4,,Ea803,인터록 앞쪽 피더들뜸 센서 1,,관리자,,,,ErrLog_SH-NEW_DELIM4_0_20251209.csv
KO,2025-12-09 14:16:41,SEIL-SMC_770GD_AVS_BOT,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SEIL-SMC_770GD_AVS_BOT_0_20251209.csv
KO,2025-12-09 15:16:11,SEIL-SMC_770GD_AVS_TOP,,Ea803,인터록 앞쪽 피더들뜸 센서 1,,관리자,,,,ErrLog_SEIL-SMC_770GD_AVS_TOP_0_20251209.csv
KO,2025-12-09 15:41:57,SEIL-SMC_770GD_AVS_BOT,,Ea803,인터록 앞쪽 피더들뜸 센서 1,,관리자,,,,ErrLog_SEIL-SMC_770GD_AVS_BOT_0_20251209.csv
KO,2025-12-09 15:57:54,SEIL-SMC_770GD_AVS_TOP,,O13187,샤프트 청소 블로우 정상 종료,/TableA,관리자,,,,ErrLog_SEIL-SMC_770GD_AVS_TOP_0_20251209.csv
KO,2025-12-09 16:06:13,SEIL-SMC_770GD_AVS_BOT,,Ea803,인터록 앞쪽 피더들뜸 센서 1,,관리자,,,,ErrLog_SEIL-SMC_770GD_AVS_BOT_0_20251209.csv
KO,2025-12-09 16:40:54,SEIL-SMC_770GD_AVS_BOT,,Ea13039,불명한 기판 검출,(버튼)아니오 /레인1 /실장위치,관리자,,,,ErrLog_SEIL-SMC_770GD_AVS_BOT_1_20251209.csv
KO,2025-12-09 16:42:23,SEIL-SMC_770GD_AVS_BOT,,Ea31,부품흡착 에러,/TableA/M6/H4/C7/F46/VE150/FdrID=SSY-024-0024297A,관리자,,,,ErrLog_SEIL-SMC_770GD_AVS_BOT_1_20251209.csv
KO,2025-12-09 16:45:27,SEIL-SMC_770GD_AVS_BOT,,Ea31,부품흡착 에러,/TableA/M6/H4/C7/F46/VE150/FdrID=SSY-024-0024297A,관리자,,,,ErrLog_SEIL-SMC_770GD_AVS_BOT_2_20251209.csv
KO,2025-12-09 16:46:19,SEIL-SMC_770GD_AVS_BOT,,Ea21,리드폭 에러,/TableA/M32/H10/C13/F29/VE153/FdrID=SSY-008-0452579B,관리자,,,,ErrLog_SEIL-SMC_770GD_AVS_BOT_2_20251209.csv
KO,2025-12-09 16:53:09,SEIL-SMC_770GD_AVS_BOT,,Ea31,부품흡착 에러,/TableA/M6/H4/C7/F46/VE150/FdrID=SSY-024-0024297A,관리자,,,,ErrLog_SEIL-SMC_770GD_AVS_BOT_4_20251209.csv
KO,2025-12-09 17:28:53,SEIL-SMC_770GD_AVS_BOT,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SEIL-SMC_770GD_AVS_BOT_5_20251209.csv
KO,2025-12-10 10:41:08,SEIL-SMC_770GD_AVS_BOT,,Ea803,인터록 앞쪽 피더들뜸 센서 1,,관리자,,,,ErrLog_SEIL-SMC_770GD_AVS_BOT_5_20251210.csv
KO,2025-12-10 16:34:24,SEIL-2_4INCH_CONTROLLER-TOP_251210,,Ea803,인터록 앞쪽 피더들뜸 센서 1,,관리자,,,,ErrLog_SEIL-2_4INCH_CONTROLLER-TOP_251210_0_20251210.csv
KO,2025-12-10 16:34:26,SEIL-2_4INCH_CONTROLLER-TOP_251210,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SEIL-2_4INCH_CONTROLLER-TOP_251210_0_20251210.csv
KO,2025-12-11 15:17:00,SEIL-2_4INCH_CONTROLLER-TOP_251210,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SEIL-2_4INCH_CONTROLLER-TOP_251210_0_20251211.csv
KO,2025-12-11 15:31:04,SEIL-2_4INCH_CONTROLLER-TOP_251210,,O13187,샤프트 청소 블로우 정상 종료,/TableA,관리자,,,,ErrLog_SEIL-2_4INCH_CONTROLLER-TOP_251210_0_20251211.csv
KO,2025-12-11 15:36:52,SEIL-2_4INCH_CONTROLLER-TOP_251210,,Ea12894,기판 불명,(버튼)예 /레인1 /실장위치,관리자,,,,ErrLog_SEIL-2_4INCH_CONTROLLER-TOP_251210_0_20251211.csv
KO,2025-12-11 17:33:26,SEIL-2_4INCH_CONTROLLER-TOP_251210,,Ea803,인터록 앞쪽 피더들뜸 센서 1,,관리자,,,,ErrLog_SEIL-2_4INCH_CONTROLLER-TOP_251210_3_20251211.csv
KO,2025-12-11 17:33:42,SEIL-2_4INCH_CONTROLLER-TOP_251210,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SEIL-2_4INCH_CONTROLLER-TOP_251210_3_20251211.csv
KO,2025-12-12 11:17:12,SEIL-2_4INCH_CONTROLLER-TOP_251210,,Ea12388,장비의 전원OFF 완료,,관리자,,,,ErrLog_SEIL-2_4INCH_CONTROLLER-TOP_251210_3_20251212.csv
KO,2025-12-15 10:18:23,,,Ea12387,장비의 전원ON 완료,OmAuto Address=bb0f2c00,디폴트 작업자,,,,ErrLog__0_20251215.csv
KO,2025-12-16 14:34:48,SH-NEW_DELIM4,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SH-NEW_DELIM4_0_20251216.csv
KO,2025-12-16 14:51:31,SH-NEW_DELIM4,,O13187,샤프트 청소 블로우 정상 종료,/TableA,관리자,,,,ErrLog_SH-NEW_DELIM4_0_20251216.csv
KO,2025-12-16 14:59:48,SH-NEW_DELIM4,,Ea31,부품흡착 에러,/TableA/M4/H9/C5/F33/VE150/FdrID=SSY-2T6-0079953A,관리자,,,,ErrLog_SH-NEW_DELIM4_0_20251216.csv
KO,2025-12-16 15:01:49,SH-NEW_DELIM4,,Ea12894,기판 불명,(버튼)예 /레인1 /실장위치,관리자,,,,ErrLog_SH-NEW_DELIM4_0_20251216.csv
KO,2025-12-16 16:53:24,SH-NEW_DELIM4,,Ea31,부품흡착 에러,/TableA/M9/H2/C2/F28/VE150/FdrID=SSY-024-0021547A,관리자,,,,ErrLog_SH-NEW_DELIM4_100_20251216.csv
KO,2025-12-16 16:54:00,SH-NEW_DELIM4,,Ea31,부품흡착 에러,/TableA/M9/H2/C2/F28/VE150/FdrID=SSY-024-0021547A,관리자,,,,ErrLog_SH-NEW_DELIM4_100_20251216.csv
KO,2025-12-16 16:54:10,SH-NEW_DELIM4,,Ea29874,스캔 카메라 이동불가,,관리자,,,,ErrLog_SH-NEW_DELIM4_100_20251216.csv
KO,2025-12-16 16:54:15,SH-NEW_DELIM4,,Ea29874,스캔 카메라 이동불가,,관리자,,,,ErrLog_SH-NEW_DELIM4_100_20251216.csv
KO,2025-12-16 16:54:48,SH-NEW_DELIM4,,Ea13339,도중부터 탑재,(버튼)OK,관리자,,,,ErrLog_SH-NEW_DELIM4_100_20251216.csv
KO,2025-12-16 16:54:48,SH-NEW_DELIM4,,Ea12968,도중부터 운전,(버튼)예 /레인1 /실장위치,관리자,,,,ErrLog_SH-NEW_DELIM4_100_20251216.csv
KO,2025-12-16 16:54:56,SH-NEW_DELIM4,,Ea31,부품흡착 에러,/TableA/M9/H2/C2/F28/VE150/FdrID=SSY-024-0021547A,관리자,,,,ErrLog_SH-NEW_DELIM4_100_20251216.csv
KO,2025-12-16 16:57:39,SH-NEW_DELIM4,,Ea31,부품흡착 에러,/TableA/M9/H2/C2/F28/VE150/FdrID=SSY-024-0021547A,관리자,,,,ErrLog_SH-NEW_DELIM4_100_20251216.csv
KO,2025-12-16 16:57:44,SH-NEW_DELIM4,,Ea29874,스캔 카메라 이동불가,,관리자,,,,ErrLog_SH-NEW_DELIM4_100_20251216.csv
KO,2025-12-16 16:58:26,SH-NEW_DELIM4,,Ea13339,도중부터 탑재,(버튼)OK,관리자,,,,ErrLog_SH-NEW_DELIM4_100_20251216.csv
KO,2025-12-16 16:58:26,SH-NEW_DELIM4,,Ea12968,도중부터 운전,(버튼)예 /레인1 /실장위치,관리자,,,,ErrLog_SH-NEW_DELIM4_100_20251216.csv
KO,2025-12-16 17:44:27,SH-NEW_DELIM4,,Ea31,부품흡착 에러,/TableA/M9/H2/C2/F28/VE150/FdrID=SSY-024-0021547A,관리자,,,,ErrLog_SH-NEW_DELIM4_187_20251216.csv
KO,2025-12-16 17:44:36,SH-NEW_DELIM4,,Ea31,부품흡착 에러,/TableA/M9/H2/C2/F28/VE150/FdrID=SSY-024-0021547A,관리자,,,,ErrLog_SH-NEW_DELIM4_187_20251216.csv
KO,2025-12-16 17:44:40,SH-NEW_DELIM4,,Ea31,부품흡착 에러,/TableA/M9/H2/C2/F28/VE150/FdrID=SSY-024-0021547A,관리자,,,,ErrLog_SH-NEW_DELIM4_187_20251216.csv
KO,2025-12-17 11:36:05,SH-NEW_DELIM4,,O13187,샤프트 청소 블로우 정상 종료,/TableA,관리자,,,,ErrLog_SH-NEW_DELIM4_200_20251217.csv
KO,2025-12-17 12:10:24,SH-NEW_DELIM4,,Ea31,부품흡착 에러,/TableA/M9/H2/C2/F28/VE150/FdrID=SSY-024-0021547A,관리자,,,,ErrLog_SH-NEW_DELIM4_262_20251217.csv
KO,2025-12-17 12:11:03,SH-NEW_DELIM4,,Ea31,부품흡착 에러,/TableA/M9/H2/C2/F28/VE150/FdrID=SSY-024-0021547A,관리자,,,,ErrLog_SH-NEW_DELIM4_263_20251217.csv
KO,2025-12-17 13:12:22,SH-NEW_DELIM4,,Ea31,부품흡착 에러,/TableA/M6/H1/C3/F35/VE150/FdrID=SSY-2T6-0081788A,관리자,,,,ErrLog_SH-NEW_DELIM4_303_20251217.csv
KO,2025-12-17 13:42:04,SH-NEW_DELIM4,,Ea29089,자동 트레이체인저 부품소진 정지,/TableA/ATSTable1/C4,관리자,,,,ErrLog_SH-NEW_DELIM4_360_20251217.csv
KO,2025-12-17 13:46:04,SH-NEW_DELIM4,,Ea31,부품흡착 에러,/TableA/M2/H5/C6/F31/VE150/FdrID=SSY-2T6-0079955A,관리자,,,,ErrLog_SH-NEW_DELIM4_367_20251217.csv
KO,2025-12-17 13:46:09,SH-NEW_DELIM4,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SH-NEW_DELIM4_367_20251217.csv
KO,2025-12-17 13:51:13,SH-NEW_DELIM4,,Ea31,부품흡착 에러,/TableA/M9/H2/C2/F28/VE150/FdrID=SSY-024-0021547A,관리자,,,,ErrLog_SH-NEW_DELIM4_375_20251217.csv
KO,2025-12-17 14:55:40,SH-NEW_DELIM4,,Ea31,부품흡착 에러,/TableA/M9/H2/C2/F28/VE150/FdrID=SSY-024-0021547A,관리자,,,,ErrLog_SH-NEW_DELIM4_499_20251217.csv
KO,2025-12-17 15:00:00,SH-NEW_DELIM4,,Ea31,부품흡착 에러,/TableA/M9/H2/C2/F28/VE150/FdrID=SSY-024-0021547A,관리자,,,,ErrLog_SH-NEW_DELIM4_507_20251217.csv
KO,2025-12-17 15:00:19,SH-NEW_DELIM4,,Ea31,부품흡착 에러,/TableA/M9/H2/C2/F28/VE150/FdrID=SSY-024-0021547A,관리자,,,,ErrLog_SH-NEW_DELIM4_507_20251217.csv
KO,2025-12-17 15:00:31,SH-NEW_DELIM4,,Ea29874,스캔 카메라 이동불가,,관리자,,,,ErrLog_SH-NEW_DELIM4_507_20251217.csv
KO,2025-12-17 15:03:44,SH-NEW_DELIM4,,Ea31,부품흡착 에러,/TableA/M9/H2/C2/F28/VE150/FdrID=SSY-024-0021547A,관리자,,,,ErrLog_SH-NEW_DELIM4_512_20251217.csv
KO,2025-12-17 15:25:23,SH-NEW_DELIM4,,Ea79,기판반송 에러,/EX1:9/EX2:1,관리자,,,,ErrLog_SH-NEW_DELIM4_554_20251217.csv
KO,2025-12-17 16:34:41,SH-NEW_DELIM4,,Ea79,기판반송 에러,/EX1:9/EX2:1,관리자,,,,ErrLog_SH-NEW_DELIM4_688_20251217.csv
KO,2025-12-17 16:51:17,SH-NEW_DELIM4,,Ea29089,자동 트레이체인저 부품소진 정지,/TableA/ATSTable1/C4,관리자,,,,ErrLog_SH-NEW_DELIM4_720_20251217.csv
KO,2025-12-17 17:13:29,SH-NEW_DELIM4,,Ea31,부품흡착 에러,/TableA/M9/H2/C2/F28/VE150/FdrID=SSY-024-0021547A,관리자,,,,ErrLog_SH-NEW_DELIM4_762_20251217.csv
KO,2025-12-17 17:56:42,SH-NEW_DELIM4,,Ea953,부품흡착 에러,/TableA/M3/H8/C4/P6/VE150,관리자,,,,ErrLog_SH-NEW_DELIM4_846_20251217.csv
KO,2025-12-17 18:00:04,SH-NEW_DELIM4,,Ea13339,도중부터 탑재,(버튼)OK,관리자,,,,ErrLog_SH-NEW_DELIM4_846_20251217.csv
KO,2025-12-17 18:00:04,SH-NEW_DELIM4,,Ea12968,도중부터 운전,(버튼)예 /레인1 /실장위치,관리자,,,,ErrLog_SH-NEW_DELIM4_846_20251217.csv
KO,2025-12-17 18:17:12,SH-NEW_DELIM4,,Ea30102,피더 에러상태,/TableA/F35/EX1:2/FdrID=SSY-2T6-0081788A,관리자,,,,ErrLog_SH-NEW_DELIM4_879_20251217.csv
KO,2025-12-18 13:09:19,SH-NEW_DELIM4,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_SH-NEW_DELIM4_950_20251218.csv
KO,2025-12-18 13:13:56,INFAC-DCDC_CONVERTER_A07-BOT,,Ea803,인터록 앞쪽 피더들뜸 센서 1,,관리자,,,,ErrLog_INFAC-DCDC_CONVERTER_A07-BOT_0_20251218.csv
KO,2025-12-18 13:40:06,INFAC-DCDC_CONVERTER_A07-BOT,,O13187,샤프트 청소 블로우 정상 종료,/TableA,관리자,,,,ErrLog_INFAC-DCDC_CONVERTER_A07-BOT_0_20251218.csv
KO,2025-12-18 13:41:25,INFAC-DCDC_CONVERTER_A07-BOT,,Es10007,Es00007: 오버 커런트,ZA3 (1) ,관리자,,,,ErrLog_INFAC-DCDC_CONVERTER_A07-BOT_0_20251218.csv
KO,2025-12-18 13:41:35,INFAC-DCDC_CONVERTER_A07-BOT,,Ea109,장착 동작중의 축정지,/TableA/M15/H3/EX4:1,관리자,,,,ErrLog_INFAC-DCDC_CONVERTER_A07-BOT_0_20251218.csv
KO,2025-12-18 13:42:16,INFAC-DCDC_CONVERTER_A07-BOT,,Ea2730,축 정지후의 확인,/TableA,관리자,,,,ErrLog_INFAC-DCDC_CONVERTER_A07-BOT_0_20251218.csv
KO,2025-12-18 13:42:25,INFAC-DCDC_CONVERTER_A07-BOT,,Ea12606,비상 정지후의 확인,블록 No. 1 탑재 No. 15 ,관리자,,,,ErrLog_INFAC-DCDC_CONVERTER_A07-BOT_0_20251218.csv
KO,2025-12-18 13:42:28,INFAC-DCDC_CONVERTER_A07-BOT,,Ea13032,탑재전 부품낙하 에러,/TableA/M10/C1/F22/FdrID=SSY-008-0452601B/RecVac=211/CurVac=84,관리자,,,,ErrLog_INFAC-DCDC_CONVERTER_A07-BOT_0_20251218.csv
KO,2025-12-18 13:42:34,INFAC-DCDC_CONVERTER_A07-BOT,,Ea13032,탑재전 부품낙하 에러,/TableA/M11/C1/F22/FdrID=SSY-008-0452601B/RecVac=182/CurVac=82,관리자,,,,ErrLog_INFAC-DCDC_CONVERTER_A07-BOT_0_20251218.csv
KO,2025-12-18 13:42:38,INFAC-DCDC_CONVERTER_A07-BOT,,Ea13032,탑재전 부품낙하 에러,/TableA/M13/C1/F22/FdrID=SSY-008-0452601B/RecVac=189/CurVac=89,관리자,,,,ErrLog_INFAC-DCDC_CONVERTER_A07-BOT_0_20251218.csv
KO,2025-12-18 13:42:42,INFAC-DCDC_CONVERTER_A07-BOT,,Ea422,부품 장착 에러,/TableA/M13/H4/C1/F22/FdrID=SSY-008-0452601B,관리자,,,,ErrLog_INFAC-DCDC_CONVERTER_A07-BOT_0_20251218.csv
KO,2025-12-18 13:43:14,INFAC-DCDC_CONVERTER_A07-BOT,,Ea12968,도중부터 운전,(버튼)예 /레인1 /실장위치,관리자,,,,ErrLog_INFAC-DCDC_CONVERTER_A07-BOT_0_20251218.csv
KO,2025-12-18 13:43:14,INFAC-DCDC_CONVERTER_A07-BOT,,Ea13339,도중부터 탑재,(버튼)OK,관리자,,,,ErrLog_INFAC-DCDC_CONVERTER_A07-BOT_0_20251218.csv
KO,2025-12-18 13:54:59,INFAC-DCDC_CONVERTER_A07-TOP,,Ea803,인터록 앞쪽 피더들뜸 센서 1,,관리자,,,,ErrLog_INFAC-DCDC_CONVERTER_A07-TOP_0_20251218.csv
KO,2025-12-18 13:56:19,INFAC-DCDC_CONVERTER_A07-TOP,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_INFAC-DCDC_CONVERTER_A07-TOP_0_20251218.csv
KO,2025-12-18 15:01:46,INFAC-DCDC_CONVERTER_A07-TOP,,Ea803,인터록 앞쪽 피더들뜸 센서 1,,관리자,,,,ErrLog_INFAC-DCDC_CONVERTER_A07-TOP_5_20251218.csv
KO,2025-12-18 15:04:36,INFAC-DCDC_CONVERTER_A07-TOP,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_INFAC-DCDC_CONVERTER_A07-TOP_5_20251218.csv
KO,2025-12-18 17:02:18,RTU_SMPS-270726,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_RTU_SMPS-270726_0_20251218.csv
KO,2025-12-19 11:07:43,RTU_SMPS-270726,,O13187,샤프트 청소 블로우 정상 종료,/TableA,관리자,,,,ErrLog_RTU_SMPS-270726_50_20251219.csv
KO,2025-12-19 17:16:07,RTU_SMPS-270726,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_RTU_SMPS-270726_300_20251219.csv
KO,2025-12-19 17:20:21,RTU_MAIN_BOT,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_RTU_MAIN_BOT_0_20251219.csv
KO,2025-12-19 19:45:27,RTU_MAIN_BOT,,Ea79,기판반송 에러,/EX1:9/EX2:1,관리자,,,,ErrLog_RTU_MAIN_BOT_98_20251219.csv
KO,2025-12-19 19:46:20,RTU_MAIN_BOT,,Ea79,기판반송 에러,/EX1:9/EX2:1,관리자,,,,ErrLog_RTU_MAIN_BOT_99_20251219.csv
KO,2025-12-19 19:47:00,RTU_MAIN_BOT,,Ea79,기판반송 에러,/EX1:9/EX2:1,관리자,,,,ErrLog_RTU_MAIN_BOT_100_20251219.csv
KO,2025-12-19 20:04:52,RTU_MAIN_BOT,,Ea79,기판반송 에러,/EX1:9/EX2:1,관리자,,,,ErrLog_RTU_MAIN_BOT_139_20251219.csv
KO,2025-12-19 20:05:40,RTU_MAIN_BOT,,Ea79,기판반송 에러,/EX1:9/EX2:1,관리자,,,,ErrLog_RTU_MAIN_BOT_140_20251219.csv
KO,2025-12-19 20:09:52,RTU_MAIN_BOT,,Ea79,기판반송 에러,/EX1:9/EX2:1,관리자,,,,ErrLog_RTU_MAIN_BOT_147_20251219.csv
KO,2025-12-20 11:05:42,RTU_MAIN_BOT,,O13187,샤프트 청소 블로우 정상 종료,/TableA,관리자,,,,ErrLog_RTU_MAIN_BOT_200_20251220.csv
KO,2025-12-20 11:18:31,RTU_MAIN_BOT,,Ea79,기판반송 에러,/EX1:9/EX2:1,관리자,,,,ErrLog_RTU_MAIN_BOT_216_20251220.csv
KO,2025-12-20 11:27:42,RTU_MAIN_BOT,,Ea79,기판반송 에러,/EX1:9/EX2:1,관리자,,,,ErrLog_RTU_MAIN_BOT_236_20251220.csv
KO,2025-12-20 11:28:51,RTU_MAIN_BOT,,Ea79,기판반송 에러,/EX1:9/EX2:1,관리자,,,,ErrLog_RTU_MAIN_BOT_238_20251220.csv
KO,2025-12-20 11:29:57,RTU_MAIN_BOT,,Ea905,기판 반출후 정지,,관리자,,,,ErrLog_RTU_MAIN_BOT_240_20251220.csv
KO,2025-12-20 13:26:57,RTU_MAIN_BOT,,Ea31,부품흡착 에러,/TableA/M7/H1/C1/F25/VE150/FdrID=SSY-024-0023288A,관리자,,,,ErrLog_RTU_MAIN_BOT_500_20251220.csv
KO,2025-12-20 13:26:57,RTU_MAIN_BOT,,Ea31,부품흡착 에러,/TableA/M1/H9/C4/F31/VE150/FdrID=SSY-2T6-0079954A,관리자,,,,ErrLog_RTU_MAIN_BOT_500_20251220.csv
KO,2025-12-20 15:18:58,RTU_MAIN_BOT,,Ea31,부품흡착 에러,/TableA/M11/H4/C6/F33/VE150/FdrID=SSY-024-0024320A,관리자,,,,ErrLog_RTU_MAIN_BOT_750_20251220.csv
KO,2025-12-20 17:10:44,RTU_MAIN_BOT,,Ea31,부품흡착 에러,/TableA/M7/H1/C1/F25/VE150/FdrID=SSY-024-0023288A,관리자,,,,ErrLog_RTU_MAIN_BOT_1000_20251220.csv
KO,2025-12-22 11:01:04,RTU_MAIN_BOT,,O13187,샤프트 청소 블로우 정상 종료,/TableA,관리자,,,,ErrLog_RTU_MAIN_BOT_1150_20251222.csv
