KO,발생시간,기판명,기판 코멘트,에러/작업번호,내용,상세,작업자,생산품종,면 정보,생산로트,source_file
KO,2025-12-22 12:23:15,RTU_MAIN_BOT,,Ea31,부품흡착 에러,/TableA/M11/H4/C6/F33/VE150/FdrID=SSY-024-0024320A,관리자,,,,ErrLog_RTU_MAIN_BOT_1324_20251222.csv
KO,2025-12-22 12:23:30,RTU_MAIN_BOT,,Ea31,부품흡착 에러,/TableA/M11/H4/C6/F33/VE150/FdrID=SSY-024-0024320A,관리자,,,,ErrLog_RTU_MAIN_BOT_1324_20251222.csv
KO,2025-12-22 13:15:40,RTU_MAIN_BOT,,Ea31,부품흡착 에러,/TableA/M11/H4/C6/F33/VE150/FdrID=SSY-024-0024320A,관리자,,,,ErrLog_RTU_MAIN_BOT_1348_20251222.csv
KO,2025-12-22 13:17:54,RTU_MAIN_BOT,,Ea31,부품흡착 에러,/TableA/M11/H4/C6/F33/VE150/FdrID=SSY-024-0024320A,관리자,,,,ErrLog_RTU_MAIN_BOT_1348_20251222.csv
KO,2025-12-22 13:18:05,RTU_MAIN_BOT,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_RTU_MAIN_BOT_1348_20251222.csv
KO,2025-12-22 14:21:13,RTU_MAIN_BOT,,O30100,피더전송 미완료 에러,/TableA/SetNums25 ,관리자,,,,ErrLog_RTU_MAIN_BOT_1488_20251222.csv
KO,2025-12-22 14:21:17,RTU_MAIN_BOT,,Ea31,부품흡착 에러,/TableA/M7/H1/C1/F25/VE150/FdrID=SSY-024-0023288A,관리자,,,,ErrLog_RTU_MAIN_BOT_1488_20251222.csv
KO,2025-12-22 14:21:25,RTU_MAIN_BOT,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_RTU_MAIN_BOT_1488_20251222.csv
KO,2025-12-22 14:32:01,RTU_MAIN_BOT,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_RTU_MAIN_BOT_1500_20251222.csv
KO,2025-12-22 14:32:23,RTU_MAIN_BOT,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_RTU_MAIN_BOT_1500_20251222.csv
KO,2025-12-22 14:34:47,RTU_MAIN_TOP,,Ea814,인터록 앞쪽 피더들뜸 센서 2,,관리자,,,,ErrLog_RTU_MAIN_TOP_0_20251222.csv
KO,2025-12-22 15:23:20,RTU_MAIN_TOP,,Ea8,리드피치 에러,/TableA/M16/H1/C10/F36/VE152/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_RTU_MAIN_TOP_9_20251222.csv
KO,2025-12-22 16:57:27,RTU_MAIN_TOP,,Ea13339,도중부터 탑재,(버튼)OK,관리자,,,,ErrLog_RTU_MAIN_TOP_62_20251222.csv
KO,2025-12-22 16:57:27,RTU_MAIN_TOP,,Ea12968,도중부터 운전,(버튼)예 /레인1 /실장위치,관리자,,,,ErrLog_RTU_MAIN_TOP_62_20251222.csv
KO,2025-12-22 18:27:40,RTU_MAIN_TOP,,Ea12968,도중부터 운전,(버튼)예 /레인1 /실장위치,관리자,,,,ErrLog_RTU_MAIN_TOP_226_20251222.csv
KO,2025-12-22 18:27:40,RTU_MAIN_TOP,,Ea13339,도중부터 탑재,(버튼)OK,관리자,,,,ErrLog_RTU_MAIN_TOP_226_20251222.csv
KO,2025-12-23 09:42:13,RTU_MAIN_TOP,,O13187,샤프트 청소 블로우 정상 종료,/TableA,관리자,,,,ErrLog_RTU_MAIN_TOP_426_20251223.csv
KO,2025-12-23 10:15:07,RTU_MAIN_TOP,,Ea8,리드피치 에러,/TableA/M16/H1/C10/F36/VE152/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_RTU_MAIN_TOP_476_20251223.csv
KO,2025-12-23 10:20:35,RTU_MAIN_TOP,,Ea8,리드피치 에러,/TableA/M16/H1/C10/F36/VE152/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_RTU_MAIN_TOP_486_20251223.csv
KO,2025-12-23 10:27:25,RTU_MAIN_TOP,,Ea31,부품흡착 에러,/TableA/M16/H1/C10/F36/VE150/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_RTU_MAIN_TOP_498_20251223.csv
KO,2025-12-23 10:28:27,RTU_MAIN_TOP,,Ea31,부품흡착 에러,/TableA/M21/H2/C8/F29/VE150/FdrID=SSY-044-0003196A,관리자,,,,ErrLog_RTU_MAIN_TOP_500_20251223.csv
KO,2025-12-23 10:35:43,RTU_MAIN_TOP,,Ea31,부품흡착 에러,/TableA/M21/H2/C8/F29/VE150/FdrID=SSY-044-0003196A,관리자,,,,ErrLog_RTU_MAIN_TOP_513_20251223.csv
KO,2025-12-23 10:36:03,RTU_MAIN_TOP,,Ea31,부품흡착 에러,/TableA/M21/H2/C8/F29/VE150/FdrID=SSY-044-0003196A,관리자,,,,ErrLog_RTU_MAIN_TOP_513_20251223.csv
KO,2025-12-23 10:36:18,RTU_MAIN_TOP,,Ea31,부품흡착 에러,/TableA/M21/H2/C8/F29/VE150/FdrID=SSY-044-0003196A,관리자,,,,ErrLog_RTU_MAIN_TOP_513_20251223.csv
KO,2025-12-23 10:36:30,RTU_MAIN_TOP,,Ea31,부품흡착 에러,/TableA/M21/H2/C8/F29/VE150/FdrID=SSY-044-0003196A,관리자,,,,ErrLog_RTU_MAIN_TOP_513_20251223.csv
KO,2025-12-23 10:36:44,RTU_MAIN_TOP,,Ea31,부품흡착 에러,/TableA/M21/H2/C8/F29/VE150/FdrID=SSY-044-0003196A,관리자,,,,ErrLog_RTU_MAIN_TOP_513_20251223.csv
KO,2025-12-23 11:02:30,RTU_MAIN_TOP,,Ea31,부품흡착 에러,/TableA/M21/H2/C8/F29/VE150/FdrID=SSY-044-0003196A,관리자,,,,ErrLog_RTU_MAIN_TOP_560_20251223.csv
KO,2025-12-23 12:17:11,RTU_MAIN_TOP,,Ea31,부품흡착 에러,/TableA/M21/H2/C8/F29/VE150/FdrID=SSY-044-0003196A,관리자,,,,ErrLog_RTU_MAIN_TOP_696_20251223.csv
KO,2025-12-23 12:47:53,RTU_MAIN_TOP,,Ea31,부품흡착 에러,/TableA/M22/H3/C7/F34/VE150/FdrID=SSY-2T6-0081792A,관리자,,,,ErrLog_RTU_MAIN_TOP_752_20251223.csv
KO,2025-12-23 12:56:52,RTU_MAIN_TOP,,Ea8,리드피치 에러,/TableA/M16/H1/C10/F36/VE152/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_RTU_MAIN_TOP_769_20251223.csv
KO,2025-12-23 13:08:30,RTU_MAIN_TOP,,Ea31,부품흡착 에러,/TableA/M21/H2/C8/F29/VE150/FdrID=SSY-044-0003196A,관리자,,,,ErrLog_RTU_MAIN_TOP_790_20251223.csv
KO,2025-12-23 13:08:49,RTU_MAIN_TOP,,Ea31,부품흡착 에러,/TableA/M21/H2/C8/F29/VE150/FdrID=SSY-044-0003196A,관리자,,,,ErrLog_RTU_MAIN_TOP_790_20251223.csv
KO,2025-12-23 15:40:41,RTU_MAIN_TOP,,Ea8,리드피치 에러,/TableA/M16/H1/C10/F36/VE152/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_RTU_MAIN_TOP_825_20251223.csv
KO,2025-12-23 16:36:24,RTU_MAIN_TOP,,Ea31,부품흡착 에러,/TableA/M21/H2/C8/F29/VE150/FdrID=SSY-044-0003196A,관리자,,,,ErrLog_RTU_MAIN_TOP_927_20251223.csv
KO,2025-12-23 16:36:43,RTU_MAIN_TOP,,Ea31,부품흡착 에러,/TableA/M21/H2/C8/F29/VE150/FdrID=SSY-044-0003196A,관리자,,,,ErrLog_RTU_MAIN_TOP_927_20251223.csv
KO,2025-12-23 17:14:40,RTU_MAIN_TOP,,Ea31,부품흡착 에러,/TableA/M16/H1/C10/F36/VE150/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_RTU_MAIN_TOP_997_20251223.csv
KO,2025-12-23 17:16:12,RTU_MAIN_TOP,,Ea31,부품흡착 에러,/TableA/M21/H2/C8/F29/VE150/FdrID=SSY-044-0003196A,관리자,,,,ErrLog_RTU_MAIN_TOP_1000_20251223.csv
KO,2025-12-23 19:48:24,RTU_MAIN_TOP,,Ea8,리드피치 에러,/TableA/M16/H1/C10/F36/VE152/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_RTU_MAIN_TOP_1279_20251223.csv
KO,2025-12-23 21:37:44,RTU_MAIN_TOP,,Ea8,리드피치 에러,/TableA/M16/H1/C10/F36/VE152/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_RTU_MAIN_TOP_1480_20251223.csv
KO,2025-12-23 21:43:33,RTU_MAIN_TOP,,O13187,샤프트 청소 블로우 정상 종료,/TableA,관리자,,,,ErrLog_RTU_MAIN_TOP_1490_20251223.csv
KO,2025-12-23 21:48:13,RTU_MAIN_TOP,,Ea31,부품흡착 에러,/TableA/M16/H1/C10/F36/VE150/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_RTU_MAIN_TOP_1498_20251223.csv
KO,2025-12-23 21:51:43,RTU_MAIN_TOP,,Ea31,부품흡착 에러,/TableA/M16/H1/C10/F36/VE150/FdrID=SSY-2T6-0081321A,관리자,,,,ErrLog_RTU_MAIN_TOP_1499_20251223.csv
KO,2025-12-23 21:52:29,RTU_MAIN_TOP,,Ea12968,도중부터 운전,(버튼)예 /레인1 /실장위치,관리자,,,,ErrLog_RTU_MAIN_TOP_1499_20251223.csv
KO,2025-12-23 21:52:29,RTU_MAIN_TOP,,Ea13339,도중부터 탑재,(버튼)OK,관리자,,,,ErrLog_RTU_MAIN_TOP_1499_20251223.csv
